Year,MG,Location,Planting,Yield,VE,R1,R4,R7,R8,bushels,moisture,Notes
2017,2.6,Kanawha,4/24/2017,,5/12/2017,,,,9/29/2017,70,12,
2017,2.3,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,53,12,
2017,2.1,Kanawha,5/30/2017,,6/6/2017,,,,9/29/2017,58,12,
2017,2.6,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,62,12,
2017,2.3,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,60,13,
2017,2.6,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,70,13,
2017,2.1,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,67,13,
2017,2.1,Kanawha,5/30/2017,,6/6/2017,,,,9/29/2017,60,12,
2017,2.3,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,58,12,
2017,2.6,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,66,12,
2017,2.3,Kanawha,5/4/2017,,5/15/2017,,,,9/29/2017,64,12,
2017,2.1,Kanawha,5/4/2017,,5/15/2017,,,,9/22/2017,68,12,
2017,2.6,Kanawha,5/4/2017,,5/15/2017,,,,9/29/2017,70,12,
2017,2.3,Kanawha,4/24/2017,,5/12/2017,,,,9/22/2017,60,12,
2017,2.6,Kanawha,4/24/2017,,5/12/2017,,,,9/29/2017,72,12,
2017,2.1,Kanawha,4/24/2017,,5/12/2017,,,,9/22/2017,71,12,
2017,2.6,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,67,12,
2017,2.3,Kanawha,5/30/2017,,6/6/2017,,,,10/5/2017,60,12,
2017,2.1,Kanawha,5/30/2017,,6/6/2017,,,,9/29/2017,59,12,
2017,2.1,Kanawha,4/24/2017,,5/12/2017,,,,9/22/2017,68,12,
2017,2.6,Kanawha,4/24/2017,,5/12/2017,,,,9/29/2017,69,12,
2017,2.3,Kanawha,4/24/2017,,5/12/2017,,,,9/22/2017,52,12,
2017,2.1,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,66,12,
2017,2.6,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,65,12,
2017,2.3,Kanawha,5/15/2017,,5/27/2017,,,,9/29/2017,51,12,
2017,2.1,Kanawha,5/4/2017,,5/15/2017,,,,9/22/2017,61,12,
2017,2.6,Kanawha,5/4/2017,,5/15/2017,,,,9/29/2017,69,12,
2017,2.3,Kanawha,5/4/2017,,5/15/2017,,,,9/29/2017,60,12,
2014,3.9,McNay,5/6/2014,4149,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,70,12,
2014,3.5,McNay,5/6/2014,4113,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,70,12,
2014,2.5,McNay,5/6/2014,3510,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,60,13,
2014,3.9,McNay,5/20/2014,4495,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,76,12,
2014,3.5,McNay,5/20/2014,4606,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,78,12,
2014,2.5,McNay,5/20/2014,4434,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,75,12,
2014,3.5,McNay,6/12/2014,3713,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,63,12,
2014,2.5,McNay,6/12/2014,3358,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,57,12,
2014,3.9,McNay,6/12/2014,3805,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,64,12,
2014,2.5,McNay,6/26/2014,2781,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,48,13,
2014,3.5,McNay,6/26/2014,2889,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,50,14,
2014,3.9,McNay,6/26/2014,2555,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,44,13,
2014,3.5,McNay,6/12/2014,3988,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,67,12,
2014,3.9,McNay,6/12/2014,4037,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,68,12,
2014,2.5,McNay,6/12/2014,3275,6/19/2014,7/27/2014,8/2/2014,10/4/2014,10/28/2014,56,12,
2014,3.5,McNay,5/20/2014,4779,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,81,12,
2014,3.9,McNay,5/20/2014,4527,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,77,12,
2014,2.5,McNay,5/20/2014,4433,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,75,12,
2014,2.5,McNay,5/6/2014,3398,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,57,12,
2014,3.5,McNay,5/6/2014,4256,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,72,12,
2014,3.9,McNay,5/6/2014,4060,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,70,13,
2014,3.5,McNay,6/26/2014,2915,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,50,13,
2014,2.5,McNay,6/26/2014,2773,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,47,11,
2014,3.9,McNay,6/26/2014,2983,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,50,12,
2014,3.5,McNay,6/12/2014,3708,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,63,13,
2014,3.9,McNay,6/12/2014,3242,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,55,13,
2014,2.5,McNay,6/12/2014,3036,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,51,12,
2014,2.5,McNay,6/26/2014,2702,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,45,12,
2014,3.5,McNay,6/26/2014,2846,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,48,12,
2014,3.9,McNay,6/26/2014,2883,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,49,12,
2014,3.5,McNay,5/20/2014,5334,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,91,13,
2014,2.5,McNay,5/20/2014,4824,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,82,12,
2014,3.9,McNay,5/20/2014,4713,5/21/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,81,13,
2014,3.5,McNay,5/6/2014,4421,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,76,13,
2014,3.9,McNay,5/6/2014,4179,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,71,13,
2014,2.5,McNay,5/6/2014,4268,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,73,13,
2014,3.9,McNay,6/26/2014,2532,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,43,13,
2014,3.5,McNay,6/26/2014,2603,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,45,14,
2014,2.5,McNay,6/26/2014,2694,7/3/2014,8/4/2014,8/8/2014,10/19/2014,10/30/2014,46,13,
2014,2.5,McNay,5/6/2014,4991,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,85,13,
2014,3.9,McNay,5/6/2014,3896,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,66,13,
2014,3.5,McNay,5/6/2014,3901,5/21/2014,7/7/2014,7/17/2014,9/21/2014,10/28/2014,67,13,
2014,2.5,McNay,6/12/2014,3592,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,61,12,
2014,3.9,McNay,6/12/2014,3822,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,65,12,
2014,3.5,McNay,6/12/2014,3871,6/19/2014,7/27/2014,8/2/2014,10/5/2014,10/28/2014,66,12,
2014,2.5,McNay,5/20/2014,4282,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,73,13,
2014,3.9,McNay,5/20/2014,4035,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,69,13,
2014,3.5,McNay,5/20/2014,4001,5/27/2014,7/16/2014,7/21/2014,9/27/2014,10/28/2014,68,12,
2015,2.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/26/2015,9/25/2015,54,11,
2015,3.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/28/2015,9/25/2015,75,11,
2015,3.9,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/4/2015,9/28/2015,67,11,
2015,2.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/13/2015,65,11,
2015,3.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/3/2015,70,11,
2015,3.9,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/3/2015,71,11,
2015,3.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/25/2015,10/10/2015,68,13,
2015,3.9,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/26/2015,10/10/2015,62,13,
2015,2.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/29/2015,10/20/2015,61,13,
2015,3.9,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,10/5/2015,10/21/2015,46,13,
2015,3.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,10/9/2015,10/24/2015,43,13,
2015,2.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,10/15/2015,10/26/2015,36,15,
2015,3.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/25/2015,10/10/2015,58,14,
2015,2.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/28/2015,10/20/2015,55,15,
2015,3.9,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/27/2015,10/16/2015,50,14,
2015,3.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/20/2015,10/8/2015,52,11,
2015,2.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/22/2015,10/18/2015,45,12,
2015,3.9,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/3/2015,71,11,
2015,3.9,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/4/2015,9/28/2015,67,11,
2015,3.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/8/2015,9/28/2015,66,11,
2015,2.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/14/2015,9/25/2015,35,11,
2015,3.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,10/5/2015,10/21/2015,42,13,
2015,3.9,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,10/6/2015,10/21/2015,41,13,
2015,2.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/16/2015,10/16/2015,10/25/2015,37,13,
2015,3.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/25/2015,10/10/2015,69,13,
2015,2.5,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,8/25/2015,10/10/2015,57,13,
2015,3.9,McNay,6/10/2015,,6/17/2015,7/15/2015,7/26/2015,9/27/2015,10/18/2015,64,13,
2015,3.9,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/16/2015,10/12/2015,42,13,
2015,3.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/16/2015,10/15/2015,38,13,
2015,2.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/20/2015,10/21/2015,30,14,
2015,3.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/8/2015,71,11,
2015,3.9,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/20/2015,10/13/2015,72,11,
2015,2.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/3/2015,52,11,
2015,3.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/28/2015,9/26/2015,69,11,
2015,2.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/26/2015,9/25/2015,40,11,
2015,3.9,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/4/2015,9/28/2015,65,11,
2015,2.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/16/2015,10/21/2015,20,13,
2015,3.5,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/16/2015,10/21/2015,35,14,
2015,3.9,McNay,6/30/2015,,7/6/2015,8/15/2015,9/11/2015,9/16/2015,10/21/2015,40,13,
2015,3.9,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,9/4/2015,9/25/2015,72,11,
2015,2.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/26/2015,9/20/2015,61,11,
2015,3.5,McNay,4/30/2015,,5/9/2015,6/10/2015,6/22/2015,8/28/2015,9/25/2015,75,12,
2015,3.9,McNay,6/10/2015,,6/7/2015,7/15/2015,7/26/2015,9/27/2015,10/4/2015,64,13,
2015,2.5,McNay,6/10/2015,,6/7/2015,7/15/2015,7/26/2015,9/26/2015,10/13/2015,60,13,
2015,3.5,McNay,6/10/2015,,6/7/2015,7/15/2015,7/26/2015,9/26/2015,10/3/2015,64,13,
2015,3.9,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/20/2015,10/13/2015,56,11,
2015,2.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/14/2015,10/3/2015,50,11,
2015,3.5,McNay,5/19/2015,,5/25/2015,6/22/2015,7/21/2015,9/16/2015,10/8/2015,59,11,
2016,3.9,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,62,11,
2016,3.5,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,75,11,
2016,2.5,McNay,5/9/2016,,5/23/2016,7/5/2016,7/25/2016,,9/23/2016,73,13,
2016,3.9,McNay,5/19/2016,,5/28/2016,7/15/2016,7/31/2016,,9/30/2016,78,11,
2016,3.5,McNay,5/19/2016,,5/28/2016,7/15/2016,7/31/2016,,9/30/2016,82,12,
2016,2.5,McNay,5/19/2016,,2/28/2016,7/12/2016,7/31/2016,,9/30/2016,81,12,
2016,3.5,McNay,6/9/2016,,6/14/2016,7/30/2016,8/1/2016,,10/8/2016,73,12,
2016,2.5,McNay,6/9/2016,,6/14/2016,7/28/2016,8/15/2016,,10/8/2016,68,11,
2016,3.9,McNay,6/9/2016,,6/14/2016,7/30/2016,8/1/2016,,10/8/2016,75,11,
2016,2.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,56,11,
2016,3.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,55,12,
2016,3.9,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,52,11,
2016,3.5,McNay,6/9/2016,,6/14/2016,7/30/2016,8/15/2016,,10/8/2016,80,11,
2016,3.9,McNay,6/9/2016,,6/14/2016,7/30/2016,8/15/2016,,10/8/2016,79,11,
2016,2.5,McNay,6/9/2016,,6/14/2016,7/28/2016,8/15/2016,,10/8/2016,72,11,
2016,3.5,McNay,5/19/2016,,5/28/2016,7/15/2016,7/31/2016,,9/30/2016,90,12,
2016,3.9,McNay,5/19/2016,,5/28/2016,7/15/2016,7/31/2016,,9/30/2016,85,12,
2016,2.5,McNay,5/19/2016,,5/28/2016,7/12/2016,7/31/2016,,9/30/2016,80,12,
2016,2.5,McNay,5/9/2016,,5/23/2016,7/5/2016,7/25/2016,,9/23/2016,82,12,
2016,3.5,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,81,11,
2016,3.9,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,96,11,
2016,3.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,56,11,
2016,2.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,54,11,
2016,3.9,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,54,12,
2016,3.5,McNay,6/9/2016,,6/14/2016,7/30/2016,8/15/2016,,10/8/2016,52,11,
2016,3.9,McNay,6/9/2016,,6/14/2016,7/30/2016,8/15/2016,,10/8/2016,63,11,
2016,2.5,McNay,6/9/2016,,6/14/2016,7/28/2016,8/15/2016,,10/8/2016,63,12,
2016,2.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,55,11,
2016,3.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,59,12,
2016,3.9,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,62,12,
2016,3.5,McNay,5/19/2016,,5/28/2016,7/8/2016,7/31/2016,,9/30/2016,96,11,
2016,2.5,McNay,5/19/2016,,5/28/2016,7/5/2016,7/31/2016,,9/30/2016,87,12,
2016,3.9,McNay,5/19/2016,,5/28/2016,7/8/2016,7/31/2016,,9/30/2016,82,12,
2016,3.5,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,90,11,
2016,3.9,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,83,11,
2016,2.5,McNay,5/9/2016,,5/23/2016,7/5/2016,7/25/2016,,9/23/2016,88,12,
2016,3.9,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,63,12,
2016,3.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,47,11,
2016,2.5,McNay,6/29/2016,,7/5/2016,8/15/2016,9/1/2016,,10/13/2016,56,11,
2016,2.5,McNay,5/9/2016,,5/23/2016,7/7/2016,7/17/2016,,9/21/2016,86,11,
2016,3.9,McNay,5/9/2016,,5/23/2016,7/5/2016,7/25/2016,,9/23/2016,82,11,
2016,3.5,McNay,5/9/2016,,5/23/2016,7/8/2016,7/25/2016,,9/23/2016,86,12,
2016,2.5,McNay,6/9/2016,,6/14/2016,7/28/2016,8/15/2016,,10/8/2016,71,12,
2016,3.9,McNay,6/9/2016,,6/14/2016,7/30/2016,8/15/2016,,10/8/2016,81,11,
2016,3.5,McNay,6/9/2016,,6/14/2016,7/27/2016,8/15/2016,,10/8/2016,72,11,
2016,2.5,McNay,5/19/2016,,5/28/2016,7/5/2016,7/31/2016,,9/30/2016,85,11,
2016,3.9,McNay,5/19/2016,,5/28/2016,7/8/2016,7/31/2016,,9/30/2016,81,11,
2016,3.5,McNay,5/19/2016,,5/28/2016,7/8/2016,7/31/2016,,9/30/2016,92,11,
2014,2.7,Nashua,5/5/2014,4366,5/21/2014,7/1/2014,7/22/2014,10/3/2014,10/22/2014,75,13,
2014,2.5,Nashua,5/5/2014,3951,5/21/2014,6/26/2014,7/19/2014,9/28/2014,10/22/2014,68,13,
2014,2.2,Nashua,5/5/2014,4289,5/21/2014,6/24/2014,7/15/2014,9/25/2014,10/22/2014,73,12,
2014,2.7,Nashua,5/19/2014,4048,5/27/2014,6/30/2014,7/24/2014,10/6/2014,10/22/2014,69,12,
2014,2.5,Nashua,5/19/2014,4081,5/27/2014,6/28/2014,7/20/2014,10/1/2014,10/22/2014,70,13,
2014,2.2,Nashua,5/19/2014,4228,5/27/2014,6/25/2014,7/17/2014,9/28/2014,10/22/2014,72,13,
2014,2.5,Nashua,6/9/2014,3979,6/17/2014,7/20/2014,8/10/2014,10/15/2014,10/22/2014,68,13,
2014,2.2,Nashua,6/9/2014,3654,6/17/2014,7/18/2014,8/8/2014,10/10/2014,10/22/2014,62,13,
2014,2.7,Nashua,6/9/2014,3663,6/17/2014,7/24/2014,8/12/2014,10/18/2014,10/22/2014,63,13,
2014,2.2,Nashua,6/28/2014,2600,7/5/2014,8/1/2014,8/16/2014,10/20/2014,10/29/2014,45,14,
2014,2.5,Nashua,6/28/2014,2871,7/5/2014,8/4/2014,8/19/2014,10/23/2014,10/29/2014,50,14,
2014,2.7,Nashua,6/28/2014,2304,7/5/2014,8/5/2014,8/23/2014,10/25/2014,10/29/2014,40,15,
2014,2.5,Nashua,6/9/2014,3834,6/17/2014,7/20/2014,8/10/2014,10/11/2014,10/22/2014,65,12,
2014,2.7,Nashua,6/9/2014,3528,6/17/2014,7/24/2014,8/12/2014,10/16/2014,10/22/2014,61,14,
2014,2.2,Nashua,6/9/2014,3644,6/17/2014,7/18/2014,8/8/2014,10/10/2014,10/22/2014,62,12,
2014,2.5,Nashua,5/19/2014,3842,5/27/2014,7/2/2014,7/20/2014,10/1/2014,10/22/2014,65,12,
2014,2.7,Nashua,5/19/2014,3996,5/27/2014,6/28/2014,7/24/2014,10/6/2014,10/22/2014,68,13,
2014,2.2,Nashua,5/19/2014,4205,5/27/2014,6/24/2014,7/17/2014,9/28/2014,10/22/2014,71,12,
2014,2.2,Nashua,5/5/2014,4188,5/21/2014,6/24/2014,7/15/2014,9/25/2014,10/22/2014,71,12,
2014,2.5,Nashua,5/5/2014,3722,5/21/2014,6/25/2014,7/19/2014,9/28/2014,10/22/2014,64,13,
2014,2.7,Nashua,5/5/2014,3868,5/21/2014,7/1/2014,7/22/2014,10/3/2014,10/22/2014,66,13,
2014,2.5,Nashua,6/28/2014,2939,7/5/2014,8/5/2014,8/21/2014,10/23/2014,10/29/2014,51,14,
2014,2.2,Nashua,6/28/2014,2713,7/5/2014,8/1/2014,8/18/2014,10/20/2014,10/29/2014,47,13,
2014,2.7,Nashua,6/28/2014,2761,7/5/2014,8/6/2014,8/23/2014,10/25/2014,10/29/2014,48,15,
2014,2.5,Nashua,6/9/2014,3933,6/17/2014,7/20/2014,8/10/2014,10/15/2014,10/22/2014,67,13,
2014,2.7,Nashua,6/9/2014,3621,6/17/2014,7/24/2014,8/12/2014,10/18/2014,10/22/2014,63,14,
2014,2.2,Nashua,6/9/2014,3696,6/17/2014,7/18/2014,8/8/2014,10/10/2014,10/22/2014,63,13,
2014,2.2,Nashua,6/28/2014,2724,7/5/2014,8/1/2014,8/15/2014,10/21/2014,10/29/2014,47,14,
2014,2.5,Nashua,6/28/2014,,7/5/2014,8/5/2014,8/19/2014,10/23/2014,10/29/2014,58,14,
2014,2.7,Nashua,6/28/2014,2731,7/5/2014,8/4/2014,8/23/2014,10/25/2014,10/29/2014,48,15,
2014,2.5,Nashua,5/19/2014,4546,5/27/2014,7/2/2014,7/20/2014,10/1/2014,10/22/2014,78,13,
2014,2.2,Nashua,5/19/2014,4532,5/27/2014,6/24/2014,7/17/2014,9/28/2014,10/22/2014,77,12,
2014,2.7,Nashua,5/19/2014,3953,5/27/2014,7/2/2014,7/24/2014,10/6/2014,10/22/2014,67,13,
2014,2.5,Nashua,5/5/2014,4054,5/21/2014,6/27/2014,7/19/2014,9/28/2014,10/22/2014,69,13,
2014,2.7,Nashua,5/5/2014,4243,5/21/2014,6/30/2014,7/22/2014,10/3/2014,10/22/2014,72,13,
2014,2.2,Nashua,5/5/2014,4435,5/21/2014,6/24/2014,7/15/2014,9/26/2014,10/22/2014,75,12,
2014,2.7,Nashua,6/28/2014,2694,7/5/2014,8/5/2014,8/21/2014,10/25/2014,10/29/2014,47,15,
2014,2.5,Nashua,6/28/2014,2946,7/5/2014,8/4/2014,8/21/2014,10/23/2014,10/29/2014,52,15,
2014,2.2,Nashua,6/28/2014,2833,7/5/2014,8/1/2014,8/19/2014,10/20/2014,10/29/2014,49,14,
2014,2.2,Nashua,5/5/2014,4447,5/21/2014,6/24/2014,7/15/2014,9/26/2014,10/22/2014,75,12,
2014,2.7,Nashua,5/5/2014,4384,5/21/2014,6/30/2014,7/22/2014,10/4/2014,10/22/2014,75,12,
2014,2.5,Nashua,5/5/2014,4217,5/21/2014,6/25/2014,7/19/2014,9/28/2014,10/22/2014,72,13,
2014,2.2,Nashua,6/9/2014,3990,6/17/2014,7/18/2014,8/8/2014,10/11/2014,10/22/2014,68,12,
2014,2.7,Nashua,6/9/2014,3771,6/17/2014,7/24/2014,8/10/2014,10/16/2014,10/22/2014,65,14,
2014,2.5,Nashua,6/9/2014,4150,6/17/2014,7/20/2014,8/12/2014,10/10/2014,10/22/2014,71,13,
2014,2.2,Nashua,5/19/2014,4254,5/27/2014,6/24/2014,7/20/2014,9/28/2014,10/22/2014,72,13,
2014,2.7,Nashua,5/19/2014,4459,5/27/2014,6/30/2014,7/24/2014,10/6/2014,10/22/2014,76,13,
2014,2.5,Nashua,5/19/2014,4218,5/27/2014,7/2/2014,7/17/2014,10/1/2014,10/22/2014,72,13,
2015,2.2,Nashua,5/1/2015,,5/18/2015,7/1/2015,7/27/2015,,9/17/2015,62,12,
2015,2.5,Nashua,5/1/2015,,5/18/2015,6/27/2015,7/23/2015,,9/15/2015,65,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,6/24/2015,7/21/2015,,9/10/2015,65,12,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/6/2015,7/31/2015,,9/21/2015,59,12,
2015,2.5,Nashua,5/19/2015,,5/29/2015,7/6/2015,7/31/2015,,9/21/2015,60,12,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/1/2015,7/25/2015,,9/19/2015,65,12,
2015,2.5,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/12/2015,,9/30/2015,56,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/12/2015,,9/28/2015,58,10,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/12/2015,,9/30/2015,62,10,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/22/2015,,10/10/2015,52,11,
2015,2.5,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/25/2015,,10/11/2015,56,11,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/6/2015,8/25/2015,,10/12/2015,54,12,
2015,2.5,Nashua,6/9/2015,,6/15/2015,7/25/2015,8/12/2015,,9/30/2015,58,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/25/2015,8/12/2015,,9/30/2015,57,10,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/12/2015,,9/28/2015,57,10,
2015,2.5,Nashua,5/19/2015,,5/29/2015,7/6/2015,7/29/2015,,9/21/2015,66,12,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/2/2015,7/31/2015,,9/22/2015,60,13,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/1/2015,7/31/2015,,9/19/2015,63,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,6/24/2015,7/21/2015,,9/10/2015,68,12,
2015,2.5,Nashua,5/1/2015,,5/18/2015,6/27/2015,7/23/2015,,9/15/2015,66,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,7/1/2015,7/27/2015,,9/17/2015,67,12,
2015,2.5,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/22/2015,,10/11/2015,54,11,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/20/2015,,10/10/2015,53,12,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/6/2015,8/25/2015,,10/12/2015,56,11,
2015,2.5,Nashua,6/9/2015,,6/15/2015,7/25/2015,8/12/2015,,9/28/2015,58,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/23/2015,8/12/2015,,9/30/2015,58,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/23/2015,8/8/2015,,9/28/2015,61,10,
